ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
Benzo(a)pyrene (BaP)	Benzo(a)pyrene (BaP)	8/193	36/1764	0.0361472616269335	0.0536654380655183	0.0169109995915478	hsa-mir-21/hsa-mir-142/hsa-mir-493/hsa-mir-483/hsa-mir-494/hsa-mir-106a/hsa-mir-129-2/hsa-mir-129-1	8
Toxicity	Toxicity	8/193	36/1764	0.0361472616269335	0.0536654380655183	0.0169109995915478	hsa-mir-21/hsa-mir-145/hsa-mir-144/hsa-mir-192/hsa-mir-1-2/hsa-mir-1-1/hsa-mir-1262/hsa-mir-224	8
helicobacter pylori (H. pylori)	helicobacter pylori (H. pylori)	7/193	30/1764	0.0383632540386534	0.0568210460761187	0.0179053916565711	hsa-mir-21/hsa-mir-141/hsa-mir-200b/hsa-mir-32/hsa-mir-375/hsa-mir-155/hsa-mir-135b	7
hepatitis B virus X protein (HBx)	hepatitis B virus X protein (HBx)	5/193	18/1764	0.038878642867212	0.0570462329920774	0.0179763523340774	hsa-mir-21/hsa-mir-145/hsa-mir-429/hsa-mir-200a/hsa-mir-675	5
Mesial Temporal Lobe Epilepsy	Mesial Temporal Lobe Epilepsy	5/193	18/1764	0.038878642867212	0.0570462329920774	0.0179763523340774	hsa-mir-145/hsa-mir-365a/hsa-mir-204/hsa-mir-155/hsa-mir-143	5
Muscular Dystrophy, Facioscapulohumeral	Muscular Dystrophy, Facioscapulohumeral	5/193	18/1764	0.038878642867212	0.0570462329920774	0.0179763523340774	hsa-mir-32/hsa-mir-133a-1/hsa-mir-133a-2/hsa-mir-1-2/hsa-mir-1-1	5
Respiratory Syncytial Virus Pneumonia	Respiratory Syncytial Virus Pneumonia	5/193	18/1764	0.038878642867212	0.0570462329920774	0.0179763523340774	hsa-mir-429/hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-155/hsa-mir-203a	5
Leukemia, Lymphoblastic, Acute	Leukemia, Lymphoblastic, Acute	6/193	24/1764	0.0396236578913515	0.0580038628339597	0.0182781196996051	hsa-mir-99a/hsa-mir-100/hsa-mir-196a-2/hsa-mir-142/hsa-mir-18a/hsa-mir-149	6
SRhi10043.GTGGCC.4540+4541	SRhi10043.GTGGCC.4540+4541	8/193	37/1764	0.0419420426968386	0.0612548902642201	0.0193025802374679	hsa-mir-378c/hsa-mir-3199-2/hsa-mir-3199-1/hsa-mir-92b/hsa-mir-937/hsa-mir-7706/hsa-mir-877/hsa-mir-5001	8
cyclosporine A (CsA)	cyclosporine A (CsA)	4/193	13/1764	0.0449476876155778	0.0648899949944433	0.0204480708329791	hsa-mir-21/hsa-mir-144/hsa-mir-200b/hsa-mir-195	4
Ischemic Diseases [unspecific]	Ischemic Diseases [unspecific]	4/193	13/1764	0.0449476876155778	0.0648899949944433	0.0204480708329791	hsa-mir-210/hsa-mir-144/hsa-mir-495/hsa-mir-494	4
Lupus Nephritis	Lupus Nephritis	4/193	13/1764	0.0449476876155778	0.0648899949944433	0.0204480708329791	hsa-mir-145/hsa-mir-130b/hsa-mir-155/hsa-mir-1224	4
Roux-en-Y gastric bypass (RYGB)	Roux-en-Y gastric bypass (RYGB)	4/193	13/1764	0.0449476876155778	0.0648899949944433	0.0204480708329791	hsa-mir-7-1/hsa-mir-7-3/hsa-mir-106a/hsa-mir-7-2	4
suberoylanilide hydroxamic acid (SAHA)	suberoylanilide hydroxamic acid (SAHA)	4/193	13/1764	0.0449476876155778	0.0648899949944433	0.0204480708329791	hsa-mir-200b/hsa-mir-192/hsa-mir-129-2/hsa-mir-129-1	4
DNA Damage Repair	DNA Damage Repair	5/193	19/1764	0.048229283995774	0.0692855312380122	0.0218331878524075	hsa-mir-183/hsa-mir-182/hsa-mir-210/hsa-mir-155/hsa-mir-143	5
valproic acid (VPA)	valproic acid (VPA)	5/193	19/1764	0.048229283995774	0.0692855312380122	0.0218331878524075	hsa-mir-145/hsa-mir-451a/hsa-mir-144/hsa-mir-192/hsa-mir-155	5
pituitary_gland	pituitary_gland	8/193	38/1764	0.0483233482201423	0.0692855312380122	0.0218331878524075	hsa-mir-497/hsa-mir-200b/hsa-mir-195/hsa-mir-7-1/hsa-mir-7-3/hsa-mir-432/hsa-mir-129-1/hsa-mir-7-2	8
IFN-γ	IFN-γ	9/193	45/1764	0.0499609939910479	0.0713079641508592	0.0224704949050646	hsa-mir-139/hsa-mir-21/hsa-mir-337/hsa-let-7c/hsa-mir-142/hsa-mir-187/hsa-mir-155/hsa-mir-654/hsa-mir-455	9
small_intestine.duodenum	small_intestine.duodenum	9/193	45/1764	0.0499609939910479	0.0713079641508592	0.0224704949050646	hsa-mir-486-1/hsa-mir-486-2/hsa-mir-378a/hsa-mir-365a/hsa-mir-133a-1/hsa-mir-133a-2/hsa-mir-203b/hsa-mir-1-1/hsa-mir-503	9
Peripheral Vascular Disease	Peripheral Vascular Disease	4/193	14/1764	0.0577058919274141	0.0819893668108961	0.0258364079122502	hsa-mir-145/hsa-mir-195/hsa-mir-335/hsa-mir-20b	4
silver nanoparticles (AgNPs)	silver nanoparticles (AgNPs)	4/193	14/1764	0.0577058919274141	0.0819893668108961	0.0258364079122502	hsa-mir-192/hsa-mir-181b-1/hsa-mir-181b-2/hsa-mir-205	4
baicalin (BAI)	baicalin (BAI)	5/193	20/1764	0.0587973839578087	0.083351596220099	0.0262656722919521	hsa-mir-21/hsa-mir-183/hsa-mir-145/hsa-mir-19a/hsa-mir-205	5
Aortic Aneurysm, Abdominal	Aortic Aneurysm, Abdominal	5/193	21/1764	0.070583481679229	0.0998342939066573	0.0314596836313301	hsa-mir-21/hsa-mir-181b-1/hsa-mir-181b-2/hsa-mir-155/hsa-mir-205	5
Adipocyte Differentiation	Adipocyte Differentiation	8/193	41/1764	0.0711280558471739	0.100378469824776	0.0316311638066675	hsa-mir-378a/hsa-mir-378c/hsa-mir-33b/hsa-mir-192/hsa-mir-375/hsa-mir-204/hsa-mir-143/hsa-mir-19a	8
Dengue Virus Infection	Dengue Virus Infection	4/193	15/1764	0.0721899333316152	0.101421203875289	0.0319597491259712	hsa-mir-378a/hsa-mir-378c/hsa-mir-133a-1/hsa-mir-133a-2	4
Idiopathic Pulmonary Fibrosis	Idiopathic Pulmonary Fibrosis	4/193	15/1764	0.0721899333316152	0.101421203875289	0.0319597491259712	hsa-mir-21/hsa-mir-96/hsa-mir-210/hsa-mir-155	4
Circadian Rhythm	Circadian Rhythm	5/193	22/1764	0.0835724129030481	0.116889700006936	0.0368341662777471	hsa-mir-96/hsa-mir-183/hsa-mir-182/hsa-mir-192/hsa-mir-191	5
Neuropsychiatric Disorders [unspecific]	Neuropsychiatric Disorders [unspecific]	5/193	22/1764	0.0835724129030481	0.116889700006936	0.0368341662777471	hsa-mir-365b/hsa-mir-365a/hsa-mir-511/hsa-mir-129-2/hsa-mir-129-1	5
Alcoholic Hepatitis	Alcoholic Hepatitis	3/193	10/1764	0.0867575746195353	0.118960167818926	0.0374866100401577	hsa-mir-182/hsa-mir-192/hsa-mir-483	3
brain.nucleus_caudatus	brain.nucleus_caudatus	3/193	10/1764	0.0867575746195353	0.118960167818926	0.0374866100401577	hsa-mir-181b-1/hsa-mir-181b-2/hsa-mir-577	3
Carcinoma, Basal Cell	Carcinoma, Basal Cell	3/193	10/1764	0.0867575746195353	0.118960167818926	0.0374866100401577	hsa-mir-21/hsa-mir-375/hsa-mir-92b	3
Graves' Disease	Graves' Disease	3/193	10/1764	0.0867575746195353	0.118960167818926	0.0374866100401577	hsa-mir-183/hsa-mir-155/hsa-mir-224	3
Helicobacter Pylori Infection	Helicobacter Pylori Infection	3/193	10/1764	0.0867575746195353	0.118960167818926	0.0374866100401577	hsa-mir-375/hsa-mir-203a/hsa-mir-203b	3
heme	heme	3/193	10/1764	0.0867575746195353	0.118960167818926	0.0374866100401577	hsa-mir-181b-1/hsa-mir-181b-2/hsa-mir-155	3
human herpesvirus 6A (HHV-6A)	human herpesvirus 6A (HHV-6A)	3/193	10/1764	0.0867575746195353	0.118960167818926	0.0374866100401577	hsa-mir-155/hsa-mir-301b/hsa-mir-202	3
hyperthermia	hyperthermia	3/193	10/1764	0.0867575746195353	0.118960167818926	0.0374866100401577	hsa-mir-139/hsa-mir-10b/hsa-mir-203a	3
Keratinocyte_epidermal	Keratinocyte_epidermal	3/193	10/1764	0.0867575746195353	0.118960167818926	0.0374866100401577	hsa-mir-141/hsa-mir-7156/hsa-mir-205	3
Bronchopulmonary Dysplasia	Bronchopulmonary Dysplasia	4/193	16/1764	0.0883385215181173	0.119027533804518	0.0375078383426908	hsa-mir-21/hsa-mir-130b/hsa-mir-503/hsa-mir-411	4
diesel exhaust particle (DEP)	diesel exhaust particle (DEP)	4/193	16/1764	0.0883385215181173	0.119027533804518	0.0375078383426908	hsa-mir-96/hsa-mir-155/hsa-mir-135b/hsa-mir-494	4
DNA Damage Response	DNA Damage Response	4/193	16/1764	0.0883385215181173	0.119027533804518	0.0375078383426908	hsa-mir-196a-2/hsa-mir-452/hsa-mir-143/hsa-mir-18a	4
ethanol (EtOH)	ethanol (EtOH)	4/193	16/1764	0.0883385215181173	0.119027533804518	0.0375078383426908	hsa-mir-21/hsa-mir-145/hsa-mir-182/hsa-mir-497	4
Myocardial Ischemic-Reperfusion Injury	Myocardial Ischemic-Reperfusion Injury	4/193	16/1764	0.0883385215181173	0.119027533804518	0.0375078383426908	hsa-mir-21/hsa-mir-155/hsa-mir-1-2/hsa-mir-1-1	4
Pituitary Neoplasms	Pituitary Neoplasms	4/193	16/1764	0.0883385215181173	0.119027533804518	0.0375078383426908	hsa-let-7c/hsa-mir-381/hsa-mir-329-2/hsa-mir-329-1	4
T-Cell Differentiation	T-Cell Differentiation	4/193	16/1764	0.0883385215181173	0.119027533804518	0.0375078383426908	hsa-mir-139/hsa-mir-21/hsa-let-7c/hsa-mir-155	4
vascular endothelial growth factor (VEGF)	vascular endothelial growth factor (VEGF)	4/193	16/1764	0.0883385215181173	0.119027533804518	0.0375078383426908	hsa-mir-210/hsa-mir-196a-1/hsa-mir-196a-2/hsa-mir-1468	4
Liver Diseases [unspecific]	Liver Diseases [unspecific]	6/193	29/1764	0.0885125131953978	0.119027533804518	0.0375078383426908	hsa-mir-139/hsa-mir-21/hsa-mir-200a/hsa-let-7c/hsa-mir-200c/hsa-mir-200b	6
aristolochic acid	aristolochic acid	4/193	17/1764	0.10606473097614	0.141720534155353	0.0446588340952168	hsa-mir-200c/hsa-mir-192/hsa-mir-4784/hsa-mir-224	4
Cardiotoxicity	Cardiotoxicity	4/193	17/1764	0.10606473097614	0.141720534155353	0.0446588340952168	hsa-mir-486-1/hsa-mir-486-2/hsa-mir-182/hsa-mir-187	4
Focal Segmental Glomerulosclerosis	Focal Segmental Glomerulosclerosis	4/193	17/1764	0.10606473097614	0.141720534155353	0.0446588340952168	hsa-mir-196a-1/hsa-mir-196a-2/hsa-mir-193a/hsa-mir-342	4
bone morphogenetic protein 2 (BMP2)	bone morphogenetic protein 2 (BMP2)	3/193	11/1764	0.110030157673763	0.142472039214687	0.0448956476238034	hsa-mir-21/hsa-mir-200b/hsa-mir-155	3
cadmium (Cd)	cadmium (Cd)	3/193	11/1764	0.110030157673763	0.142472039214687	0.0448956476238034	hsa-mir-184/hsa-mir-203a/hsa-mir-143	3
capecitabine	capecitabine	3/193	11/1764	0.110030157673763	0.142472039214687	0.0448956476238034	hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-99a	3
capecitabine-oxaliplatin and radiotherapy	capecitabine-oxaliplatin and radiotherapy	3/193	11/1764	0.110030157673763	0.142472039214687	0.0448956476238034	hsa-mir-188/hsa-mir-483/hsa-mir-1224	3
CEBPA	CEBPA	3/193	11/1764	0.110030157673763	0.142472039214687	0.0448956476238034	hsa-mir-182/hsa-mir-100/hsa-mir-1-2	3
Cell Migration	Cell Migration	3/193	11/1764	0.110030157673763	0.142472039214687	0.0448956476238034	hsa-mir-200a/hsa-mir-200b/hsa-mir-142	3
clozapine (CLZ)	clozapine (CLZ)	3/193	11/1764	0.110030157673763	0.142472039214687	0.0448956476238034	hsa-mir-486-1/hsa-mir-486-2/hsa-mir-142	3
inositol hexaphosphate (IP6)	inositol hexaphosphate (IP6)	3/193	11/1764	0.110030157673763	0.142472039214687	0.0448956476238034	hsa-mir-210/hsa-mir-144/hsa-mir-155	3
Isoflavone	Isoflavone	3/193	11/1764	0.110030157673763	0.142472039214687	0.0448956476238034	hsa-let-7c/hsa-mir-200c/hsa-mir-200b	3
Mesothelioma	Mesothelioma	3/193	11/1764	0.110030157673763	0.142472039214687	0.0448956476238034	hsa-mir-21/hsa-mir-143/hsa-mir-106a	3
polyinosinic-polycytidilic acid (Poly(I:C))	polyinosinic-polycytidilic acid (Poly(I:C))	3/193	11/1764	0.110030157673763	0.142472039214687	0.0448956476238034	hsa-mir-187/hsa-mir-143/hsa-mir-149	3
resistin	resistin	3/193	11/1764	0.110030157673763	0.142472039214687	0.0448956476238034	hsa-mir-378a/hsa-mir-33b/hsa-mir-33a	3
Saos-2_osteosarcoma_treated_with_ascorbic_acid_and_BGP_to_induce_calcification_01hr00min	Saos-2_osteosarcoma_treated_with_ascorbic_acid_and_BGP_to_induce_calcification_01hr00min	3/193	11/1764	0.110030157673763	0.142472039214687	0.0448956476238034	hsa-mir-181b-1/hsa-mir-181b-2/hsa-mir-105-1	3
Synovial Sarcoma	Synovial Sarcoma	3/193	11/1764	0.110030157673763	0.142472039214687	0.0448956476238034	hsa-mir-99a/hsa-mir-195/hsa-mir-148b	3
zirconia and titanium	zirconia and titanium	3/193	11/1764	0.110030157673763	0.142472039214687	0.0448956476238034	hsa-mir-337/hsa-mir-377/hsa-mir-143	3
Ciliary_Epithelial_Cells	Ciliary_Epithelial_Cells	5/193	24/1764	0.113026793743535	0.145751183718563	0.0459289683860038	hsa-mir-335/hsa-mir-551b/hsa-mir-891a/hsa-mir-4784/hsa-mir-6777	5
Diabetic Nephropathy	Diabetic Nephropathy	5/193	24/1764	0.113026793743535	0.145751183718563	0.0459289683860038	hsa-mir-21/hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-130b/hsa-mir-342	5
androgen	androgen	3/193	12/1764	0.135391476077219	0.1721170991427	0.0542373694918329	hsa-mir-99a/hsa-let-7c/hsa-mir-375	3
Carcinoma, Thyroid, Anaplastic	Carcinoma, Thyroid, Anaplastic	3/193	12/1764	0.135391476077219	0.1721170991427	0.0542373694918329	hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-99a	3
IFN-α	IFN-α	3/193	12/1764	0.135391476077219	0.1721170991427	0.0542373694918329	hsa-mir-155/hsa-mir-1-2/hsa-mir-1-1	3
proline-rich polypeptide 1 (PRP-1)	proline-rich polypeptide 1 (PRP-1)	3/193	12/1764	0.135391476077219	0.1721170991427	0.0542373694918329	hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-192	3
Renal_Proximal_Tubular_Epithelial_Cell	Renal_Proximal_Tubular_Epithelial_Cell	3/193	12/1764	0.135391476077219	0.1721170991427	0.0542373694918329	hsa-mir-4668/hsa-mir-4766/hsa-mir-6510	3
Skeletal_muscle_cells_differentiated_into_Myotubes_multinucleated	Skeletal_muscle_cells_differentiated_into_Myotubes_multinucleated	3/193	12/1764	0.135391476077219	0.1721170991427	0.0542373694918329	hsa-mir-133a-1/hsa-mir-133a-2/hsa-mir-188	3
SOX2	SOX2	3/193	12/1764	0.135391476077219	0.1721170991427	0.0542373694918329	hsa-mir-183/hsa-mir-182/hsa-mir-135b	3
Fibroblast_skin_normal	Fibroblast_skin_normal	4/193	19/1764	0.145802482057945	0.184233317368993	0.0580554201565045	hsa-mir-196a-1/hsa-mir-196a-2/hsa-mir-497/hsa-mir-3619	4
mir-154 family	mir-154 family	4/193	19/1764	0.145802482057945	0.184233317368993	0.0580554201565045	hsa-mir-381/hsa-mir-377/hsa-mir-494/hsa-mir-656	4
Neurodegenerative Diseases [unspecific]	Neurodegenerative Diseases [unspecific]	4/193	19/1764	0.145802482057945	0.184233317368993	0.0580554201565045	hsa-mir-139/hsa-mir-144/hsa-mir-337/hsa-mir-342	4
Influenza	Influenza	5/193	26/1764	0.146774058917914	0.185088572290061	0.058324927238571	hsa-mir-144/hsa-mir-192/hsa-mir-33a/hsa-mir-376c/hsa-mir-106a	5
5-aza-2'-deoxycytidine (5-Aza-dC) and trichostatin A (TSA)	5-aza-2'-deoxycytidine (5-Aza-dC) and trichostatin A (TSA)	3/193	13/1764	0.162524612615711	0.20210981529241	0.063688644443468	hsa-mir-135b/hsa-mir-129-2/hsa-mir-129-1	3
COBL-a_rinderpest(-C)_infection	COBL-a_rinderpest(-C)_infection	3/193	13/1764	0.162524612615711	0.20210981529241	0.063688644443468	hsa-mir-592/hsa-mir-195/hsa-mir-19a	3
ginsenoside Rg3	ginsenoside Rg3	3/193	13/1764	0.162524612615711	0.20210981529241	0.063688644443468	hsa-mir-139/hsa-mir-342/hsa-mir-377	3
Hemoglobin Diseases	Hemoglobin Diseases	3/193	13/1764	0.162524612615711	0.20210981529241	0.063688644443468	hsa-mir-210/hsa-let-7c/hsa-mir-940	3
Lymphoma, Burkitt's	Lymphoma, Burkitt's	3/193	13/1764	0.162524612615711	0.20210981529241	0.063688644443468	hsa-mir-145/hsa-mir-155/hsa-mir-143	3
Spinal Cord Injuries	Spinal Cord Injuries	3/193	13/1764	0.162524612615711	0.20210981529241	0.063688644443468	hsa-mir-21/hsa-mir-145/hsa-mir-142	3
Vascular Injuries	Vascular Injuries	3/193	13/1764	0.162524612615711	0.20210981529241	0.063688644443468	hsa-mir-21/hsa-mir-100/hsa-mir-147b	3
Epilepsy	Epilepsy	5/193	27/1764	0.165091407663075	0.204896055360496	0.0645666416489662	hsa-mir-139/hsa-mir-21/hsa-mir-301a/hsa-mir-342/hsa-mir-155	5
Adipogenesis	Adipogenesis	4/193	20/1764	0.167553756582979	0.207133384122265	0.0652716664682968	hsa-mir-204/hsa-mir-140/hsa-mir-188/hsa-mir-455	4
Intestinal_epithelial_cells_(polarized)	Intestinal_epithelial_cells_(polarized)	4/193	20/1764	0.167553756582979	0.207133384122265	0.0652716664682968	hsa-mir-192/hsa-mir-452/hsa-mir-1247/hsa-mir-215	4
Gingival_epithelial_cells_(GEA14)	Gingival_epithelial_cells_(GEA14)	4/193	21/1764	0.190370291854449	0.232593110240678	0.0732945100993085	hsa-mir-33b/hsa-mir-584/hsa-mir-455/hsa-mir-4714	4
Muscle Development	Muscle Development	4/193	21/1764	0.190370291854449	0.232593110240678	0.0732945100993085	hsa-mir-133a-1/hsa-mir-133a-2/hsa-mir-1-2/hsa-mir-1-1	4
17beta-estradiol (E(2))	17beta-estradiol (E(2))	3/193	14/1764	0.191111536439793	0.232593110240678	0.0732945100993085	hsa-mir-21/hsa-mir-760/hsa-mir-618	3
Acute Ischemic Stroke	Acute Ischemic Stroke	3/193	14/1764	0.191111536439793	0.232593110240678	0.0732945100993085	hsa-mir-145/hsa-mir-335/hsa-mir-19a	3
Bladder Outlet Obstruction	Bladder Outlet Obstruction	3/193	14/1764	0.191111536439793	0.232593110240678	0.0732945100993085	hsa-mir-204/hsa-mir-1-2/hsa-mir-1-1	3
IL-22	IL-22	3/193	14/1764	0.191111536439793	0.232593110240678	0.0732945100993085	hsa-mir-184/hsa-mir-187/hsa-mir-215	3
Macular Degeneration	Macular Degeneration	3/193	14/1764	0.191111536439793	0.232593110240678	0.0732945100993085	hsa-mir-184/hsa-mir-93/hsa-mir-155	3
quercetin	quercetin	3/193	14/1764	0.191111536439793	0.232593110240678	0.0732945100993085	hsa-mir-21/hsa-mir-145/hsa-let-7c	3
iPS_derived_from_Dermal_Fibroblast_(nuclear)	iPS_derived_from_Dermal_Fibroblast_(nuclear)	11/193	76/1764	0.201457937770699	0.244710995976787	0.0771130862280187	hsa-mir-96/hsa-mir-676/hsa-mir-4677/hsa-mir-4501/hsa-mir-4664/hsa-mir-3664/hsa-mir-605/hsa-mir-18a/hsa-mir-4728/hsa-mir-3187/hsa-mir-5001	11
Stroke	Stroke	6/193	37/1764	0.211444079131104	0.255851409815671	0.0806236423824106	hsa-mir-21/hsa-mir-145/hsa-mir-155/hsa-mir-133a-1/hsa-mir-133a-2/hsa-mir-19a	6
water particulate matter 2.5 (PM2.5 )	water particulate matter 2.5 (PM2.5 )	6/193	37/1764	0.211444079131104	0.255851409815671	0.0806236423824106	hsa-mir-33b/hsa-mir-191/hsa-mir-381/hsa-mir-877/hsa-mir-654/hsa-mir-1229	6
12-O-tetradecanoylphorbol-13-acetate (TPA)	12-O-tetradecanoylphorbol-13-acetate (TPA)	3/193	15/1764	0.220841937216837	0.265687234812593	0.0837230977954534	hsa-mir-21/hsa-mir-142/hsa-mir-155	3
Fibroblast_Mammary	Fibroblast_Mammary	3/193	15/1764	0.220841937216837	0.265687234812593	0.0837230977954534	hsa-mir-145/hsa-mir-1224/hsa-mir-202	3
genistein	genistein	3/193	15/1764	0.220841937216837	0.265687234812593	0.0837230977954534	hsa-mir-145/hsa-mir-155/hsa-mir-379	3
Depression Disorder	Depression Disorder	4/193	23/1764	0.238601823331928	0.286504675052487	0.0902830689069184	hsa-mir-145/hsa-mir-451a/hsa-mir-335/hsa-mir-511	4
CD19+_B_Cells	CD19+_B_Cells	6/193	39/1764	0.248804998274482	0.298186142970181	0.0939641214857425	hsa-mir-486-1/hsa-mir-486-2/hsa-mir-32/hsa-mir-142/hsa-mir-3150b/hsa-mir-577	6
Carcinoma, Ovarian, Serous	Carcinoma, Ovarian, Serous	4/193	24/1764	0.263716829249606	0.314855834161126	0.0992170580326714	hsa-mir-21/hsa-mir-191/hsa-mir-483/hsa-mir-106a	4
mycobacterium tuberculosis (Mtb)	mycobacterium tuberculosis (Mtb)	4/193	24/1764	0.263716829249606	0.314855834161126	0.0992170580326714	hsa-mir-204/hsa-mir-191/hsa-mir-155/hsa-mir-20b	4
Dendritic_Cells_monocyte_immature_derived	Dendritic_Cells_monocyte_immature_derived	6/193	40/1764	0.268161923681739	0.319555385336114	0.100697975935618	hsa-mir-378a/hsa-mir-511/hsa-mir-7705/hsa-mir-191/hsa-mir-4668/hsa-mir-4766	6
Celiac Disease	Celiac Disease	2/193	10/1764	0.30047543156778	0.353368110532895	0.11135300834761	hsa-mir-551b/hsa-mir-192	2
ginsenoside Rh2	ginsenoside Rh2	2/193	10/1764	0.30047543156778	0.353368110532895	0.11135300834761	hsa-mir-200b/hsa-mir-224	2
glial cell-derived neurotrophic factor (GDNF)	glial cell-derived neurotrophic factor (GDNF)	2/193	10/1764	0.30047543156778	0.353368110532895	0.11135300834761	hsa-mir-183/hsa-mir-205	2
Granulopoiesis	Granulopoiesis	2/193	10/1764	0.30047543156778	0.353368110532895	0.11135300834761	hsa-mir-21/hsa-mir-155	2
infliximab	infliximab	2/193	10/1764	0.30047543156778	0.353368110532895	0.11135300834761	hsa-mir-125b-1/hsa-mir-125b-2	2
medroxyprogesterone acetate (MPA), ICI-182780 and RU-486	medroxyprogesterone acetate (MPA), ICI-182780 and RU-486	2/193	10/1764	0.30047543156778	0.353368110532895	0.11135300834761	hsa-mir-21/hsa-mir-142	2
pemetrexed	pemetrexed	2/193	10/1764	0.30047543156778	0.353368110532895	0.11135300834761	hsa-mir-145/hsa-mir-210	2
Leukemia, Lymphocytic, Chronic, B-Cell	Leukemia, Lymphocytic, Chronic, B-Cell	5/193	34/1764	0.312391678215831	0.366695278354284	0.115552652247076	hsa-mir-21/hsa-mir-195/hsa-mir-181b-1/hsa-mir-181b-2/hsa-mir-155	5
Fibroblast_Pulmonary_Artery	Fibroblast_Pulmonary_Artery	8/193	59/1764	0.314065275405961	0.367286765279224	0.115739041019936	hsa-mir-181b-1/hsa-mir-6716/hsa-mir-6892/hsa-mir-181b-2/hsa-mir-585/hsa-mir-1307/hsa-mir-1292/hsa-mir-224	8
SRhi10043.GTCCGC.4538+4539	SRhi10043.GTCCGC.4538+4539	8/193	59/1764	0.314065275405961	0.367286765279224	0.115739041019936	hsa-mir-1258/hsa-mir-187/hsa-mir-6892/hsa-mir-203b/hsa-mir-937/hsa-mir-3610/hsa-mir-4664/hsa-mir-4728	8
Etoposide	Etoposide	4/193	26/1764	0.315216133622088	0.367947457090468	0.115947237567898	hsa-mir-21/hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-100	4
Bu-Shen-Huo-Xue-Fang (BSHXF)	Bu-Shen-Huo-Xue-Fang (BSHXF)	2/193	11/1764	0.342796603544229	0.396457213675462	0.124931203773025	hsa-mir-337/hsa-mir-483	2
Cerebral Ischemia	Cerebral Ischemia	2/193	11/1764	0.342796603544229	0.396457213675462	0.124931203773025	hsa-let-7c/hsa-mir-224	2
Placenta	Placenta	2/193	11/1764	0.342796603544229	0.396457213675462	0.124931203773025	hsa-mir-184/hsa-mir-376a-2	2
Renal_Cortical_Epithelial_Cells	Renal_Cortical_Epithelial_Cells	2/193	11/1764	0.342796603544229	0.396457213675462	0.124931203773025	hsa-mir-429/hsa-mir-200a	2
respiratory syncytial virus (RSV)	respiratory syncytial virus (RSV)	2/193	11/1764	0.342796603544229	0.396457213675462	0.124931203773025	hsa-mir-125b-1/hsa-mir-125b-2	2
low-glycaemic load dietary	low-glycaemic load dietary	3/193	19/1764	0.345570766511547	0.398930958399359	0.125710727755748	hsa-mir-10b/hsa-mir-205/hsa-mir-1224	3
Keratinocyte_oral	Keratinocyte_oral	6/193	44/1764	0.348606681131985	0.401697239909883	0.126582435640392	hsa-mir-200c/hsa-mir-200b/hsa-mir-205/hsa-mir-3170/hsa-mir-6777/hsa-mir-1229	6
Pluripotent Stem Cells Reprogramming	Pluripotent Stem Cells Reprogramming	3/193	20/1764	0.37698553296953	0.433602407884367	0.136636360513344	hsa-mir-145/hsa-mir-181b-1/hsa-mir-181b-2	3
CD14+_monocytes_treated_with_BCG	CD14+_monocytes_treated_with_BCG	2/193	12/1764	0.384277629037631	0.4363948481657	0.137516311523888	hsa-mir-191/hsa-mir-3614	2
COBL-a_rinderpest_infection_24hr	COBL-a_rinderpest_infection_24hr	2/193	12/1764	0.384277629037631	0.4363948481657	0.137516311523888	hsa-mir-1-1/hsa-mir-4638	2
Ewing's Sarcoma	Ewing's Sarcoma	2/193	12/1764	0.384277629037631	0.4363948481657	0.137516311523888	hsa-mir-125b-1/hsa-mir-125b-2	2
Fibroblast_Conjunctival	Fibroblast_Conjunctival	2/193	12/1764	0.384277629037631	0.4363948481657	0.137516311523888	hsa-mir-100/hsa-mir-758	2
Lymphoma, Large-Cell, Anaplastic	Lymphoma, Large-Cell, Anaplastic	2/193	12/1764	0.384277629037631	0.4363948481657	0.137516311523888	hsa-mir-155/hsa-mir-135b	2
ozone (O3)	ozone (O3)	2/193	12/1764	0.384277629037631	0.4363948481657	0.137516311523888	hsa-mir-145/hsa-mir-143	2
Smooth_Muscle_Cells_Brachiocephalic	Smooth_Muscle_Cells_Brachiocephalic	2/193	12/1764	0.384277629037631	0.4363948481657	0.137516311523888	hsa-mir-454/hsa-mir-937	2
Embryonic_Stem_cell_(cytosolic)	Embryonic_Stem_cell_(cytosolic)	4/193	29/1764	0.393626691788333	0.446204986359337	0.140607672536969	hsa-mir-6716/hsa-mir-4677/hsa-mir-381/hsa-mir-20b	4
Carcinoma, Lung, Small-Cell	Carcinoma, Lung, Small-Cell	3/193	21/1764	0.408088073155376	0.460934010686288	0.145249068067419	hsa-mir-335/hsa-mir-155/hsa-mir-495	3
Macrophage_monocyte_derived	Macrophage_monocyte_derived	3/193	21/1764	0.408088073155376	0.460934010686288	0.145249068067419	hsa-mir-326/hsa-mir-6854/hsa-mir-3690-1	3
