gene_id	Description
hsa-mir-20a	TLX3
hsa-mir-18a	TLX3
hsa-mir-19a	TLX3
hsa-mir-17	TLX3
hsa-mir-9-1	TNF
hsa-mir-31	TNF
hsa-mir-17	TNF
hsa-mir-133a-2	TNFSF12
hsa-mir-455	TNFSF12
hsa-mir-133b	TNFSF12
hsa-mir-1-1	TNFSF12
hsa-mir-206	TNFSF12
hsa-mir-133a-1	TNFSF12
hsa-mir-1-2	TNFSF12
hsa-mir-146a	TNFSF12
hsa-mir-125b-1	TP53
hsa-mir-200c	TP53
hsa-mir-215	TP53
hsa-mir-125b-2	TP53
hsa-mir-29b-1	TP53
hsa-mir-29b-2	TP53
hsa-mir-29a	TP53
hsa-mir-200b	TP53
hsa-mir-145	TP53
hsa-mir-194-2	TP53
hsa-mir-29c	TP53
hsa-mir-200a	TP53
hsa-mir-155	TP53
hsa-mir-143	TP53
hsa-mir-34b	TP53
hsa-mir-34c	TP53
hsa-mir-519d	TP53
hsa-mir-192	TP53
hsa-mir-107	TP53
hsa-mir-34a	TP53
hsa-mir-519a-1	TP63
hsa-mir-519a-2	TP63
hsa-mir-374a	TP63
hsa-mir-630	TP63
hsa-mir-193a	TP63
hsa-mir-181a-1	TP63
hsa-mir-181a-2	TP63
hsa-mir-193a	TP73
hsa-mir-145	TP73
hsa-mir-143	TP73
hsa-let-7b	TRIM32
hsa-let-7c	TRIM32
hsa-let-7f-2	TRIM32
hsa-let-7g	TRIM32
hsa-let-7d	TRIM32
hsa-let-7e	TRIM32
hsa-let-7f-1	TRIM32
hsa-let-7i	TRIM32
hsa-let-7a-2	TRIM32
hsa-let-7a-3	TRIM32
hsa-let-7a-1	TRIM32
hsa-mir-200b	TWIST1
hsa-mir-200c	TWIST1
hsa-mir-200a	TWIST1
hsa-mir-10b	TWIST1
hsa-mir-214	TWIST1
hsa-mir-205	TWIST1
hsa-mir-199a-2	TWIST1
hsa-mir-199a-1	TWIST1
hsa-mir-373	TWIST1
hsa-mir-372	TWIST1
hsa-mir-132	USF1
hsa-mir-483	USF1
hsa-mir-210	VHL
hsa-mir-346	XBP1
hsa-mir-137	YY1
hsa-mir-29b-2	YY1
hsa-mir-1-1	YY1
hsa-mir-29b-1	YY1
hsa-mir-1-2	YY1
hsa-mir-29c	YY1
hsa-mir-2682	YY1
hsa-mir-29a	YY1
hsa-let-7b	ZEB1
hsa-mir-200c	ZEB1
hsa-mir-200a	ZEB1
hsa-let-7g	ZEB1
hsa-let-7d	ZEB1
hsa-let-7e	ZEB1
hsa-mir-200b	ZEB1
hsa-mir-429	ZEB1
hsa-mir-34a	ZEB1
hsa-mir-34b	ZEB1
hsa-mir-141	ZEB1
hsa-let-7a-2	ZEB1
hsa-let-7c	ZEB1
hsa-let-7a-1	ZEB1
hsa-mir-200b	ZEB2
hsa-mir-429	ZEB2
hsa-mir-200a	ZEB2
hsa-mir-200c	ZEB2
hsa-mir-141	ZEB2
hsa-let-7f-1	hsa-let-7a-1 cluster
hsa-let-7d	hsa-let-7a-1 cluster
hsa-let-7a-1	hsa-let-7a-1 cluster
hsa-mir-98	hsa-let-7f-2 cluster
hsa-let-7f-2	hsa-let-7f-2 cluster
hsa-mir-1-1	hsa-mir-1-1 cluster
hsa-mir-133a-2	hsa-mir-1-1 cluster
hsa-mir-133a-1	hsa-mir-1-2 cluster
hsa-mir-1-2	hsa-mir-1-2 cluster
hsa-mir-125b-1	hsa-mir-100 cluster
hsa-mir-100	hsa-mir-100 cluster
hsa-let-7a-2	hsa-mir-100 cluster
hsa-mir-101-1	hsa-mir-101-1 cluster
hsa-mir-3671	hsa-mir-101-1 cluster
hsa-mir-103a-2	hsa-mir-103a-2 cluster
hsa-mir-103b-2	hsa-mir-103a-2 cluster
hsa-mir-103b-1	hsa-mir-103b-1 cluster
hsa-mir-103a-1	hsa-mir-103b-1 cluster
hsa-mir-105-2	hsa-mir-105-2 cluster
hsa-mir-767	hsa-mir-105-2 cluster
hsa-mir-105-1	hsa-mir-105-2 cluster
hsa-mir-18b	hsa-mir-106a cluster
hsa-mir-20b	hsa-mir-106a cluster
hsa-mir-106a	hsa-mir-106a cluster
hsa-mir-92a-2	hsa-mir-106a cluster
hsa-mir-19b-2	hsa-mir-106a cluster
hsa-mir-363	hsa-mir-106a cluster
hsa-mir-25	hsa-mir-106b cluster
hsa-mir-93	hsa-mir-106b cluster
hsa-mir-106b	hsa-mir-106b cluster
hsa-mir-10b	hsa-mir-10b cluster
hsa-mir-7704	hsa-mir-10b cluster
hsa-mir-7-2	hsa-mir-1179 cluster
hsa-mir-1179	hsa-mir-1179 cluster
hsa-mir-3529	hsa-mir-1179 cluster
hsa-mir-1205	hsa-mir-1205 cluster
hsa-mir-1207	hsa-mir-1205 cluster
hsa-mir-1206	hsa-mir-1205 cluster
hsa-mir-7155	hsa-mir-1237 cluster
hsa-mir-1237	hsa-mir-1237 cluster
hsa-mir-1243	hsa-mir-1243 cluster
hsa-mir-8082	hsa-mir-1243 cluster
hsa-mir-1245a	hsa-mir-1245a cluster
hsa-mir-3606	hsa-mir-1245a cluster
hsa-mir-1245b	hsa-mir-1245a cluster
hsa-mir-657	hsa-mir-1250 cluster
hsa-mir-1250	hsa-mir-1250 cluster
hsa-mir-338	hsa-mir-1250 cluster
hsa-mir-3065	hsa-mir-1250 cluster
hsa-mir-1290	hsa-mir-1290 cluster
hsa-mir-4695	hsa-mir-1290 cluster
hsa-mir-1295a	hsa-mir-1295b cluster
hsa-mir-1295b	hsa-mir-1295b cluster
hsa-mir-1911	hsa-mir-1298 cluster
hsa-mir-1298	hsa-mir-1298 cluster
hsa-mir-6859-1	hsa-mir-1302-2 cluster
hsa-mir-1302-2	hsa-mir-1302-2 cluster
hsa-mir-135a-1	hsa-mir-135a-1 cluster
hsa-let-7g	hsa-mir-135a-1 cluster
hsa-mir-137	hsa-mir-137 cluster
hsa-mir-2682	hsa-mir-137 cluster
hsa-mir-138-2	hsa-mir-138-2 cluster
hsa-mir-6863	hsa-mir-138-2 cluster
hsa-mir-145	hsa-mir-143 cluster
hsa-mir-143	hsa-mir-143 cluster
hsa-mir-15a	hsa-mir-15a cluster
hsa-mir-16-1	hsa-mir-15a cluster
hsa-mir-16-2	hsa-mir-15b cluster
hsa-mir-15b	hsa-mir-15b cluster
hsa-mir-20a	hsa-mir-17 cluster
hsa-mir-18a	hsa-mir-17 cluster
hsa-mir-17	hsa-mir-17 cluster
hsa-mir-19a	hsa-mir-17 cluster
hsa-mir-92a-1	hsa-mir-17 cluster
hsa-mir-19b-1	hsa-mir-17 cluster
hsa-mir-181a-1	hsa-mir-181a-1 cluster
hsa-mir-181b-1	hsa-mir-181a-1 cluster
hsa-mir-181b-2	hsa-mir-181a-2 cluster
hsa-mir-181a-2	hsa-mir-181a-2 cluster
hsa-mir-181d	hsa-mir-181d cluster
hsa-mir-27a	hsa-mir-181d cluster
hsa-mir-181c	hsa-mir-181d cluster
hsa-mir-23a	hsa-mir-181d cluster
hsa-mir-24-2	hsa-mir-181d cluster
hsa-mir-182	hsa-mir-183 cluster
hsa-mir-183	hsa-mir-183 cluster
hsa-mir-96	hsa-mir-183 cluster
hsa-mir-611	hsa-mir-1908 cluster
hsa-mir-1908	hsa-mir-1908 cluster
hsa-mir-191	hsa-mir-191 cluster
hsa-mir-425	hsa-mir-191 cluster
hsa-mir-193b	hsa-mir-193b cluster
hsa-mir-365a	hsa-mir-193b cluster
hsa-mir-215	hsa-mir-194-1 cluster
hsa-mir-194-1	hsa-mir-194-1 cluster
hsa-mir-196a-2	hsa-mir-196a-2 cluster
hsa-mir-615	hsa-mir-196a-2 cluster
hsa-mir-3120	hsa-mir-199a-2 cluster
hsa-mir-214	hsa-mir-199a-2 cluster
hsa-mir-199a-2	hsa-mir-199a-2 cluster
hsa-mir-200b	hsa-mir-200b cluster
hsa-mir-429	hsa-mir-200b cluster
hsa-mir-200a	hsa-mir-200b cluster
hsa-mir-200c	hsa-mir-200c cluster
hsa-mir-141	hsa-mir-200c cluster
hsa-mir-203b	hsa-mir-203a cluster
hsa-mir-203a	hsa-mir-203a cluster
hsa-mir-206	hsa-mir-206 cluster
hsa-mir-133b	hsa-mir-206 cluster
hsa-mir-208b	hsa-mir-208b cluster
hsa-mir-208a	hsa-mir-208b cluster
hsa-mir-132	hsa-mir-212 cluster
hsa-mir-212	hsa-mir-212 cluster
hsa-mir-217	hsa-mir-216b cluster
hsa-mir-216a	hsa-mir-216b cluster
hsa-mir-216b	hsa-mir-216b cluster
hsa-mir-219b	hsa-mir-219b cluster
hsa-mir-219a-2	hsa-mir-219b cluster
hsa-mir-222	hsa-mir-222 cluster
hsa-mir-221	hsa-mir-222 cluster
hsa-mir-2392	hsa-mir-2392 cluster
hsa-mir-136	hsa-mir-2392 cluster
hsa-mir-127	hsa-mir-2392 cluster
hsa-mir-665	hsa-mir-2392 cluster
hsa-mir-337	hsa-mir-2392 cluster
hsa-mir-493	hsa-mir-2392 cluster
hsa-mir-770	hsa-mir-2392 cluster
hsa-mir-370	hsa-mir-2392 cluster
hsa-mir-432	hsa-mir-2392 cluster
hsa-mir-433	hsa-mir-2392 cluster
hsa-mir-431	hsa-mir-2392 cluster
hsa-mir-296	hsa-mir-298 cluster
hsa-mir-298	hsa-mir-298 cluster
hsa-mir-29b-1	hsa-mir-29b-1 cluster
hsa-mir-29a	hsa-mir-29b-1 cluster
hsa-mir-29c	hsa-mir-29b-2 cluster
hsa-mir-29b-2	hsa-mir-29b-2 cluster
hsa-mir-301a	hsa-mir-301a cluster
hsa-mir-454	hsa-mir-301a cluster
hsa-mir-301b	hsa-mir-301b cluster
hsa-mir-130b	hsa-mir-301b cluster
hsa-mir-367	hsa-mir-302b cluster
hsa-mir-302d	hsa-mir-302b cluster
hsa-mir-302c	hsa-mir-302b cluster
hsa-mir-302b	hsa-mir-302b cluster
hsa-mir-302a	hsa-mir-302b cluster
hsa-mir-30c-2	hsa-mir-30a cluster
hsa-mir-30a	hsa-mir-30a cluster
hsa-mir-30b	hsa-mir-30d cluster
hsa-mir-30d	hsa-mir-30d cluster
hsa-mir-30c-1	hsa-mir-30e cluster
hsa-mir-30e	hsa-mir-30e cluster
hsa-mir-3116-1	hsa-mir-3116-1 cluster
hsa-mir-3116-2	hsa-mir-3116-1 cluster
hsa-mir-3119-2	hsa-mir-3119-1 cluster
hsa-mir-3119-1	hsa-mir-3119-1 cluster
hsa-mir-3130-1	hsa-mir-3130-1 cluster
hsa-mir-3130-2	hsa-mir-3130-1 cluster
hsa-mir-3142	hsa-mir-3142 cluster
hsa-mir-146a	hsa-mir-3142 cluster
hsa-mir-3150a	hsa-mir-3150a cluster
hsa-mir-3150b	hsa-mir-3150a cluster
hsa-mir-199b	hsa-mir-3154 cluster
hsa-mir-3154	hsa-mir-3154 cluster
hsa-mir-3155b	hsa-mir-3155a cluster
hsa-mir-3155a	hsa-mir-3155a cluster
hsa-mir-3158-2	hsa-mir-3158-1 cluster
hsa-mir-3158-1	hsa-mir-3158-1 cluster
hsa-mir-3160-2	hsa-mir-3160-2 cluster
hsa-mir-3160-1	hsa-mir-3160-2 cluster
hsa-mir-3180-1	hsa-mir-3179-1 cluster
hsa-mir-6770-1	hsa-mir-3179-1 cluster
hsa-mir-3670-1	hsa-mir-3179-1 cluster
hsa-mir-6511a-1	hsa-mir-3179-1 cluster
hsa-mir-3179-1	hsa-mir-3179-1 cluster
hsa-mir-3670-2	hsa-mir-3179-2 cluster
hsa-mir-3180-2	hsa-mir-3179-2 cluster
hsa-mir-3179-2	hsa-mir-3179-2 cluster
hsa-mir-6770-2	hsa-mir-3179-2 cluster
hsa-mir-6511a-2	hsa-mir-3179-2 cluster
hsa-mir-6511a-3	hsa-mir-3179-2 cluster
hsa-mir-3670-3	hsa-mir-3179-3 cluster
hsa-mir-3179-3	hsa-mir-3179-3 cluster
hsa-mir-3180-3	hsa-mir-3179-3 cluster
hsa-mir-6770-3	hsa-mir-3179-3 cluster
hsa-mir-6511a-4	hsa-mir-3179-3 cluster
hsa-mir-3179-4	hsa-mir-3179-4 cluster
hsa-mir-3670-4	hsa-mir-3179-4 cluster
hsa-mir-6511b-2	hsa-mir-3180-4 cluster
hsa-mir-3180-4	hsa-mir-3180-4 cluster
hsa-mir-6511b-1	hsa-mir-3180-5 cluster
hsa-mir-3180-5	hsa-mir-3180-5 cluster
hsa-mir-1225	hsa-mir-3180-5 cluster
hsa-mir-4516	hsa-mir-3180-5 cluster
hsa-mir-3191	hsa-mir-3190 cluster
hsa-mir-3190	hsa-mir-3190 cluster
hsa-mir-3196	hsa-mir-3196 cluster
hsa-mir-4326	hsa-mir-3196 cluster
hsa-mir-3199-2	hsa-mir-3199-2 cluster
hsa-mir-3199-1	hsa-mir-3199-2 cluster
hsa-mir-3202-1	hsa-mir-3202-1 cluster
hsa-mir-3202-2	hsa-mir-3202-1 cluster
hsa-mir-718	hsa-mir-3202-1 cluster
hsa-mir-331	hsa-mir-331 cluster
hsa-mir-3685	hsa-mir-331 cluster
hsa-mir-378i	hsa-mir-33a cluster
hsa-mir-33a	hsa-mir-33a cluster
hsa-mir-6777	hsa-mir-33b cluster
hsa-mir-33b	hsa-mir-33b cluster
hsa-mir-342	hsa-mir-342 cluster
hsa-mir-151b	hsa-mir-342 cluster
hsa-mir-34b	hsa-mir-34b cluster
hsa-mir-34c	hsa-mir-34b cluster
hsa-mir-3618	hsa-mir-3618 cluster
hsa-mir-1306	hsa-mir-3618 cluster
hsa-mir-6816	hsa-mir-3618 cluster
hsa-let-7b	hsa-mir-3619 cluster
hsa-mir-3619	hsa-mir-3619 cluster
hsa-mir-4763	hsa-mir-3619 cluster
hsa-let-7a-3	hsa-mir-3619 cluster
hsa-mir-3622a	hsa-mir-3622a cluster
hsa-mir-3622b	hsa-mir-3622a cluster
hsa-mir-3674	hsa-mir-3674 cluster
hsa-mir-596	hsa-mir-3674 cluster
hsa-mir-4717	hsa-mir-3677 cluster
hsa-mir-3677	hsa-mir-3677 cluster
hsa-mir-940	hsa-mir-3677 cluster
hsa-mir-3688-2	hsa-mir-3688-2 cluster
hsa-mir-3688-1	hsa-mir-3688-2 cluster
hsa-mir-3689f	hsa-mir-3689f cluster
hsa-mir-3689e	hsa-mir-3689f cluster
hsa-mir-3689c	hsa-mir-3689f cluster
hsa-mir-3689b	hsa-mir-3689f cluster
hsa-mir-3689a	hsa-mir-3689f cluster
hsa-mir-3689d-2	hsa-mir-3689f cluster
hsa-mir-3689d-1	hsa-mir-3689f cluster
hsa-mir-374a	hsa-mir-374a cluster
hsa-mir-545	hsa-mir-374a cluster
hsa-mir-421	hsa-mir-374c cluster
hsa-mir-374b	hsa-mir-374c cluster
hsa-mir-374c	hsa-mir-374c cluster
hsa-mir-656	hsa-mir-379 cluster
hsa-mir-654	hsa-mir-379 cluster
hsa-mir-655	hsa-mir-379 cluster
hsa-mir-494	hsa-mir-379 cluster
hsa-mir-495	hsa-mir-379 cluster
hsa-mir-496	hsa-mir-379 cluster
hsa-mir-1185-1	hsa-mir-379 cluster
hsa-mir-379	hsa-mir-379 cluster
hsa-mir-376a-1	hsa-mir-379 cluster
hsa-mir-758	hsa-mir-379 cluster
hsa-mir-377	hsa-mir-379 cluster
hsa-mir-487b	hsa-mir-379 cluster
hsa-mir-410	hsa-mir-379 cluster
hsa-mir-411	hsa-mir-379 cluster
hsa-mir-412	hsa-mir-379 cluster
hsa-mir-539	hsa-mir-379 cluster
hsa-mir-376a-2	hsa-mir-379 cluster
hsa-mir-485	hsa-mir-379 cluster
hsa-mir-668	hsa-mir-379 cluster
hsa-mir-1193	hsa-mir-379 cluster
hsa-mir-1197	hsa-mir-379 cluster
hsa-mir-380	hsa-mir-379 cluster
hsa-mir-381	hsa-mir-379 cluster
hsa-mir-382	hsa-mir-379 cluster
hsa-mir-376c	hsa-mir-379 cluster
hsa-mir-1185-2	hsa-mir-379 cluster
hsa-mir-154	hsa-mir-379 cluster
hsa-mir-369	hsa-mir-379 cluster
hsa-mir-329-2	hsa-mir-379 cluster
hsa-mir-329-1	hsa-mir-379 cluster
hsa-mir-323b	hsa-mir-379 cluster
hsa-mir-541	hsa-mir-379 cluster
hsa-mir-487a	hsa-mir-379 cluster
hsa-mir-134	hsa-mir-379 cluster
hsa-mir-300	hsa-mir-379 cluster
hsa-mir-544a	hsa-mir-379 cluster
hsa-mir-299	hsa-mir-379 cluster
hsa-mir-376b	hsa-mir-379 cluster
hsa-mir-409	hsa-mir-379 cluster
hsa-mir-323a	hsa-mir-379 cluster
hsa-mir-889	hsa-mir-379 cluster
hsa-mir-543	hsa-mir-379 cluster
hsa-mir-3909	hsa-mir-3909 cluster
hsa-mir-6069	hsa-mir-3909 cluster
hsa-mir-3910-2	hsa-mir-3910-1 cluster
hsa-mir-3910-1	hsa-mir-3910-1 cluster
hsa-mir-3913-1	hsa-mir-3913-2 cluster
hsa-mir-3913-2	hsa-mir-3913-2 cluster
hsa-mir-3914-2	hsa-mir-3914-2 cluster
hsa-mir-3914-1	hsa-mir-3914-2 cluster
hsa-mir-3929	hsa-mir-3929 cluster
hsa-mir-187	hsa-mir-3929 cluster
hsa-mir-3940	hsa-mir-3940 cluster
hsa-mir-6885	hsa-mir-3940 cluster
hsa-mir-6790	hsa-mir-3940 cluster
hsa-mir-2861	hsa-mir-3960 cluster
hsa-mir-3960	hsa-mir-3960 cluster
hsa-mir-3184	hsa-mir-423 cluster
hsa-mir-423	hsa-mir-423 cluster
hsa-mir-542	hsa-mir-424 cluster
hsa-mir-450a-1	hsa-mir-424 cluster
hsa-mir-450a-2	hsa-mir-424 cluster
hsa-mir-450b	hsa-mir-424 cluster
hsa-mir-503	hsa-mir-424 cluster
hsa-mir-424	hsa-mir-424 cluster
hsa-mir-4269	hsa-mir-4269 cluster
hsa-mir-2467	hsa-mir-4269 cluster
hsa-mir-4321	hsa-mir-4321 cluster
hsa-mir-6789	hsa-mir-4321 cluster
hsa-mir-1227	hsa-mir-4321 cluster
hsa-mir-4421	hsa-mir-4421 cluster
hsa-mir-6500	hsa-mir-4421 cluster
hsa-mir-4433b	hsa-mir-4433a cluster
hsa-mir-4433a	hsa-mir-4433a cluster
hsa-mir-4436b-1	hsa-mir-4436b-1 cluster
hsa-mir-4267	hsa-mir-4436b-1 cluster
hsa-mir-4440	hsa-mir-4441 cluster
hsa-mir-4441	hsa-mir-4441 cluster
hsa-mir-4444-1	hsa-mir-4444-1 cluster
hsa-mir-3128	hsa-mir-4444-1 cluster
hsa-mir-4450	hsa-mir-4450 cluster
hsa-mir-548ah	hsa-mir-4450 cluster
hsa-mir-4453	hsa-mir-4453 cluster
hsa-mir-3140	hsa-mir-4453 cluster
hsa-mir-4540	hsa-mir-4476 cluster
hsa-mir-4475	hsa-mir-4476 cluster
hsa-mir-4476	hsa-mir-4476 cluster
hsa-mir-4477b	hsa-mir-4477a cluster
hsa-mir-4477a	hsa-mir-4477a cluster
hsa-mir-609	hsa-mir-4482 cluster
hsa-mir-4482	hsa-mir-4482 cluster
hsa-mir-449c	hsa-mir-449c cluster
hsa-mir-449b	hsa-mir-449c cluster
hsa-mir-449a	hsa-mir-449c cluster
hsa-mir-452	hsa-mir-452 cluster
hsa-mir-224	hsa-mir-452 cluster
hsa-mir-4520-2	hsa-mir-4520-2 cluster
hsa-mir-4520-1	hsa-mir-4520-2 cluster
hsa-mir-6883	hsa-mir-4521 cluster
hsa-mir-4521	hsa-mir-4521 cluster
hsa-mir-4524a	hsa-mir-4524b cluster
hsa-mir-4524b	hsa-mir-4524b cluster
hsa-mir-4536-2	hsa-mir-4536-1 cluster
hsa-mir-4536-1	hsa-mir-4536-1 cluster
hsa-mir-4507	hsa-mir-4537 cluster
hsa-mir-4537	hsa-mir-4537 cluster
hsa-mir-4538	hsa-mir-4537 cluster
hsa-mir-4539	hsa-mir-4537 cluster
hsa-mir-4659a	hsa-mir-4659a cluster
hsa-mir-4659b	hsa-mir-4659a cluster
hsa-mir-4662b	hsa-mir-4662a cluster
hsa-mir-4662a	hsa-mir-4662a cluster
hsa-mir-4674	hsa-mir-4674 cluster
hsa-mir-4673	hsa-mir-4674 cluster
hsa-mir-4679-2	hsa-mir-4679-1 cluster
hsa-mir-4679-1	hsa-mir-4679-1 cluster
hsa-mir-1287	hsa-mir-4685 cluster
hsa-mir-4685	hsa-mir-4685 cluster
hsa-mir-4686	hsa-mir-4686 cluster
hsa-mir-483	hsa-mir-4686 cluster
hsa-mir-4690	hsa-mir-4690 cluster
hsa-mir-4489	hsa-mir-4690 cluster
hsa-mir-4725	hsa-mir-4724 cluster
hsa-mir-4724	hsa-mir-4724 cluster
hsa-mir-193a	hsa-mir-4724 cluster
hsa-mir-365b	hsa-mir-4724 cluster
hsa-mir-4726	hsa-mir-4726 cluster
hsa-mir-4734	hsa-mir-4726 cluster
hsa-mir-4732	hsa-mir-4732 cluster
hsa-mir-451b	hsa-mir-4732 cluster
hsa-mir-144	hsa-mir-4732 cluster
hsa-mir-451a	hsa-mir-4732 cluster
hsa-mir-4736	hsa-mir-4736 cluster
hsa-mir-142	hsa-mir-4736 cluster
hsa-mir-3187	hsa-mir-4745 cluster
hsa-mir-4745	hsa-mir-4745 cluster
hsa-mir-4748	hsa-mir-4748 cluster
hsa-mir-199a-1	hsa-mir-4748 cluster
hsa-mir-6793	hsa-mir-4748 cluster
hsa-mir-4773-1	hsa-mir-4773-1 cluster
hsa-mir-4773-2	hsa-mir-4773-1 cluster
hsa-mir-4776-1	hsa-mir-4776-1 cluster
hsa-mir-4776-2	hsa-mir-4776-1 cluster
hsa-mir-6824	hsa-mir-4793 cluster
hsa-mir-4793	hsa-mir-4793 cluster
hsa-mir-484	hsa-mir-484 cluster
hsa-mir-6506	hsa-mir-484 cluster
hsa-mir-486-1	hsa-mir-486-2 cluster
hsa-mir-486-2	hsa-mir-486-2 cluster
hsa-mir-653	hsa-mir-489 cluster
hsa-mir-489	hsa-mir-489 cluster
hsa-mir-195	hsa-mir-497 cluster
hsa-mir-497	hsa-mir-497 cluster
hsa-mir-499b	hsa-mir-499a cluster
hsa-mir-499a	hsa-mir-499a cluster
hsa-mir-5009	hsa-mir-5009 cluster
hsa-mir-5094	hsa-mir-5009 cluster
hsa-mir-5047	hsa-mir-5047 cluster
hsa-mir-3064	hsa-mir-5047 cluster
hsa-mir-5090	hsa-mir-5090 cluster
hsa-mir-4467	hsa-mir-5090 cluster
hsa-mir-1323	hsa-mir-512-1 cluster
hsa-mir-498	hsa-mir-512-1 cluster
hsa-mir-1283-1	hsa-mir-512-1 cluster
hsa-mir-519a-1	hsa-mir-512-1 cluster
hsa-mir-519a-2	hsa-mir-512-1 cluster
hsa-mir-517c	hsa-mir-512-1 cluster
hsa-mir-517b	hsa-mir-512-1 cluster
hsa-mir-517a	hsa-mir-512-1 cluster
hsa-mir-371a	hsa-mir-512-1 cluster
hsa-mir-526b	hsa-mir-512-1 cluster
hsa-mir-371b	hsa-mir-512-1 cluster
hsa-mir-373	hsa-mir-512-1 cluster
hsa-mir-372	hsa-mir-512-1 cluster
hsa-mir-518a-2	hsa-mir-512-1 cluster
hsa-mir-518a-1	hsa-mir-512-1 cluster
hsa-mir-518b	hsa-mir-512-1 cluster
hsa-mir-518c	hsa-mir-512-1 cluster
hsa-mir-518f	hsa-mir-512-1 cluster
hsa-mir-518d	hsa-mir-512-1 cluster
hsa-mir-518e	hsa-mir-512-1 cluster
hsa-mir-512-2	hsa-mir-512-1 cluster
hsa-mir-512-1	hsa-mir-512-1 cluster
hsa-mir-520a	hsa-mir-512-1 cluster
hsa-mir-515-1	hsa-mir-512-1 cluster
hsa-mir-515-2	hsa-mir-512-1 cluster
hsa-mir-521-1	hsa-mir-512-1 cluster
hsa-mir-521-2	hsa-mir-512-1 cluster
hsa-mir-516a-1	hsa-mir-512-1 cluster
hsa-mir-516a-2	hsa-mir-512-1 cluster
hsa-mir-520b	hsa-mir-512-1 cluster
hsa-mir-526a-2	hsa-mir-512-1 cluster
hsa-mir-526a-1	hsa-mir-512-1 cluster
hsa-mir-516b-2	hsa-mir-512-1 cluster
hsa-mir-516b-1	hsa-mir-512-1 cluster
hsa-mir-524	hsa-mir-512-1 cluster
hsa-mir-525	hsa-mir-512-1 cluster
hsa-mir-520c	hsa-mir-512-1 cluster
hsa-mir-527	hsa-mir-512-1 cluster
hsa-mir-520e	hsa-mir-512-1 cluster
hsa-mir-520d	hsa-mir-512-1 cluster
hsa-mir-522	hsa-mir-512-1 cluster
hsa-mir-520f	hsa-mir-512-1 cluster
hsa-mir-520h	hsa-mir-512-1 cluster
hsa-mir-523	hsa-mir-512-1 cluster
hsa-mir-519e	hsa-mir-512-1 cluster
hsa-mir-519d	hsa-mir-512-1 cluster
hsa-mir-519b	hsa-mir-512-1 cluster
hsa-mir-520g	hsa-mir-512-1 cluster
hsa-mir-519c	hsa-mir-512-1 cluster
hsa-mir-1283-2	hsa-mir-512-1 cluster
hsa-mir-510	hsa-mir-514a-3 cluster
hsa-mir-514b	hsa-mir-514a-3 cluster
hsa-mir-513a-2	hsa-mir-514a-3 cluster
hsa-mir-513a-1	hsa-mir-514a-3 cluster
hsa-mir-514a-2	hsa-mir-514a-3 cluster
hsa-mir-514a-3	hsa-mir-514a-3 cluster
hsa-mir-514a-1	hsa-mir-514a-3 cluster
hsa-mir-509-2	hsa-mir-514a-3 cluster
hsa-mir-509-3	hsa-mir-514a-3 cluster
hsa-mir-508	hsa-mir-514a-3 cluster
hsa-mir-509-1	hsa-mir-514a-3 cluster
hsa-mir-506	hsa-mir-514a-3 cluster
hsa-mir-507	hsa-mir-514a-3 cluster
hsa-mir-513c	hsa-mir-514a-3 cluster
hsa-mir-513b	hsa-mir-514a-3 cluster
hsa-mir-532	hsa-mir-532 cluster
hsa-mir-362	hsa-mir-532 cluster
hsa-mir-660	hsa-mir-532 cluster
hsa-mir-500b	hsa-mir-532 cluster
hsa-mir-500a	hsa-mir-532 cluster
hsa-mir-188	hsa-mir-532 cluster
hsa-mir-502	hsa-mir-532 cluster
hsa-mir-501	hsa-mir-532 cluster
hsa-mir-548ar	hsa-mir-548ar cluster
hsa-mir-4502	hsa-mir-548ar cluster
hsa-mir-5010	hsa-mir-548at cluster
hsa-mir-548at	hsa-mir-548at cluster
hsa-mir-548c	hsa-mir-548c cluster
hsa-mir-548z	hsa-mir-548c cluster
hsa-mir-548aa-1	hsa-mir-548d-1 cluster
hsa-mir-548d-1	hsa-mir-548d-1 cluster
hsa-mir-548d-2	hsa-mir-548d-2 cluster
hsa-mir-548aa-2	hsa-mir-548d-2 cluster
hsa-mir-550b-1	hsa-mir-550a-1 cluster
hsa-mir-550a-1	hsa-mir-550a-1 cluster
hsa-mir-550a-2	hsa-mir-550a-2 cluster
hsa-mir-550b-2	hsa-mir-550a-2 cluster
hsa-mir-708	hsa-mir-5579 cluster
hsa-mir-5579	hsa-mir-5579 cluster
hsa-mir-5583-1	hsa-mir-5583-1 cluster
hsa-mir-5583-2	hsa-mir-5583-1 cluster
hsa-mir-5587	hsa-mir-5587 cluster
hsa-mir-3176	hsa-mir-5587 cluster
hsa-mir-5681a	hsa-mir-5681a cluster
hsa-mir-5681b	hsa-mir-5681a cluster
hsa-mir-7853	hsa-mir-5683 cluster
hsa-mir-5683	hsa-mir-5683 cluster
hsa-mir-5692a-1	hsa-mir-5692a-1 cluster
hsa-mir-5692c-2	hsa-mir-5692a-1 cluster
hsa-mir-3926-1	hsa-mir-5692a-2 cluster
hsa-mir-5692a-2	hsa-mir-5692a-2 cluster
hsa-mir-3926-2	hsa-mir-5692a-2 cluster
hsa-mir-6515	hsa-mir-5695 cluster
hsa-mir-5695	hsa-mir-5695 cluster
hsa-mir-7844	hsa-mir-5700 cluster
